GIA Number,Shape,Carat,Color,Clarity,Cut,Price
2176864394,radiant,2.5,Fancy Yellow Green,VS1,,1286000
2196071825,radiant,1.71,Fancy Intense Yellow,VS1,,571100
2196072056,radiant,1.07,Fancy Intense Yellow,VS1,,255700
2216098672,radiant,1.01,Fancy Yellow,VS2,,145500
2226665206,radiant,1.13,Fancy Yellow,VS2,,180800
2227095817,radiant,1.05,Fancy Intense Yellow,VS1,,250900
5172332292,radiant,0.45,F.L Purplish Pink,VS1,,350000
5176180818,radiant,3.03,Fancy Greenish Yello,VVS2,,738000
5213793074,radiant,1.02,Fancy Yellow,VS1,,146800
6183084312,radiant,1.27,Fancy Yellow,VS2,,182800
